JobTitle,Company,Location,PostDate,Summary,JobUrl
VP of Engineering,OutSystems,Remote,30+ days ago,You have the ability to roll up your sleeves and help the team solve tough technical issues while being a motivational leader that fosters decentralized…,https://www.indeed.com/rc/clk?jk=176be8464df4e9a6&fccid=2d27a79a723f85a0&vjs=3
"Senior Applications Developer, Personalization",Mast Global,"Reynoldsburg, OH",30+ days ago,7-10 years of experience developing scalable back end solutions. The successful candidate will be a seasoned technologist with a proven track record in…,https://www.indeed.com/rc/clk?jk=57ae7d3a9d9557d6&fccid=484c4140fe790932&vjs=3
Software Engineer II,Upland Software,Remote,13 days ago,A successful candidate will be able to quickly scale up into a SPA front-end and Ruby on Rails back end. Work with support team to fix any bugs that arise in…,https://www.indeed.com/company/Upland-Software/jobs/Software-Engineer-23ffb3669f806c2e?fccid=b29545c1d183062e&vjs=3
Python (Django/Flask) Back-End Developer: Consultant,Deloitte,"Austin, TX",30+ days ago,"Our Government and Public Services Strategy and Analytics team brings deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help…",https://www.indeed.com/rc/clk?jk=93f53f4701b3eb25&fccid=9e215d88a6b33622&vjs=3
Banner Developer | REMOTE JOB,iknowvate technologies,"Baltimore, MD",30+ days ago,Design & develop enterprise back-end database applications based on requirements and under the guidance of SMEs and Systems Architect.,https://www.indeed.com/rc/clk?jk=e0cd961b8b2a774f&fccid=9ace5aa4e4fa6ce2&vjs=3
Software Developer Java/Microservices/BigData/Machine Learning,General Motors,Michigan,5 days ago,Create software for vehicle level functions and perform integration and verification testing with minimal direction of lead engineers.,https://www.indeed.com/rc/clk?jk=3b287c491a50fd8f&fccid=116680a29a847a70&vjs=3
Full Stack Developer,Prevail Legal,"San Francisco Bay Area, CA",13 days ago,Build end to end solutions with minimum coupling. Minimum 3+ years of Ruby on Rails experience. Minimum 3+ years of JavaScript(ES6) experience.,https://www.indeed.com/rc/clk?jk=eaf5a50a9c3fce7c&fccid=a1a8cba8f648fe77&vjs=3
Senior Database Developer,"JRC Integrated Systems, Inc.","Dahlgren, VA",30+ days ago,"Applies knowledge and experience with database technologies, development methodologies, and front-end (e.g., Cognos)/back-end programming languages (e.g., SQL).",https://www.indeed.com/rc/clk?jk=97331b67845e4c1b&fccid=83343ac70bf76dc4&vjs=3
Back End Engineer- Remote,Divisions Maintenance Group,"Newport, KY",30+ days ago,"They understand the importance of performance and work to ensure that queries execute as quickly as possible, and that server resources are not overwhelmed.",https://www.indeed.com/rc/clk?jk=94a2e9e200199bb8&fccid=883791e2fe8d9b3e&vjs=3
Full Stack Software Developer,NPR,"Washington, DC",8 days ago,"Mastery of native JavaScript, with experience using Node.js and any front end frameworks such as AngularJS, Vue, React, etc.",https://www.indeed.com/rc/clk?jk=fe4a6ea701517d30&fccid=15d9afdbc1e1cdf0&vjs=3
Python Developer,IMS,"Allen, TX",6 days ago,"These systems range from back-end integrations to command-line utilities to web-based user interfaces. JavaScript (or TypeScript), HTML5, other front-end…",https://www.indeed.com/rc/clk?jk=bd27bdb8b80ed55d&fccid=c6f1c98fe5b82d26&vjs=3
Early Career Mobile Developer - Android,Saviance,United States,30+ days ago,"Familiarity with RESTful APIs to connect Android applications to back-end services. Design, build, and maintain high performance, reusable, and reliable Android…",https://www.indeed.com/rc/clk?jk=daa1a79d377f840d&fccid=26b7e7f07a55840f&vjs=3
Frontend Developer - ReactJS,Xpressbet,United States,30+ days ago,JS Developer. You will be responsible for mostly front-end and some minor back end development using a combination of the latest tools and technologies to build…,https://www.indeed.com/rc/clk?jk=4be08ad22eb44343&fccid=91511007d9ce876d&vjs=3
Back End Developer,Booz Allen Hamilton,"McLean, VA",18 days ago,"You need the right combination of clean code, APIs, analytics, and infrastructure to build a user focused solution. Experience with Source Control Tools (Git).",https://www.indeed.com/rc/clk?jk=96efaf5bad43dba6&fccid=4e041af1d0af1bc8&vjs=3
Senior Software Developer - Home Discovery,Redfin,"San Francisco, CA",30+ days ago,"You will have the opportunity to build services that scale to millions of users, improve website performance, and create beautiful customer-facing UI.",https://www.indeed.com/rc/clk?jk=972cab28e6a214cf&fccid=ccaacd9cca9fffe8&vjs=3
Salesforce Marketing Cloud Developer,Dell Technologies,"Florida, MA",15 days ago,"As a Software Principal Engineer, you will be responsible for developing sophisticated systems and software basis the customer’s business goals, needs and…",https://www.indeed.com/rc/clk?jk=1c4412108f43f4e9&fccid=dd09fe3b43125016&vjs=3
Developer - Front End,Logic20/20,"Los Angeles, CA",18 days ago,"Willingness to lead projects from concept to delivery by working closely with back-end and front-end developers. Strong proficiency with JavaScript, Node.",https://www.indeed.com/rc/clk?jk=fde4c90898fc4a35&fccid=e2f8d6934fd95c43&vjs=3
WordPress Developer PHP,Gateway Blend,"St. Louis, MO",19 days ago,"Strong understanding of PHP back-end development. The top skills needed are PHP (PhpStorm), Wordpress, Git, MySQL, and front-end technologies including CSS3,…",https://www.indeed.com/rc/clk?jk=644a4f56394e41a4&fccid=3fc31fcc944002f3&vjs=3
Senior Web Application Developer,DuxWare,"Slidell, LA",30+ days ago,Medical Practice Software Inc. is seeking a Full-Time Senior Web Application Developer with at least two years of experience who will be responsible for the…,https://www.indeed.com/rc/clk?jk=b3a9e18a74cb789a&fccid=6ea54858cdc2c2fc&vjs=3
Help Desk Analyst,ASRC Federal Holding Company,"Fort Collins, CO",30+ days ago,"Log incoming calls into the Call Tracking System (presently ServiceNow), dispatching them to the appropriate personnel for resolution, and following up with…",https://www.indeed.com/rc/clk?jk=48fdde532b68115b&fccid=adbb342bd2008a4b&vjs=3
Android developer,BosLeo,"Newbury Park, CA",30+ days ago,"Translate designs and wireframes into high quality code. Should have experience in JUnit, Mockito. Design, build, and maintain high performance, reusable, and…",https://www.indeed.com/rc/clk?jk=5b1c2b493af0bc88&fccid=b30d99fbc42689df&vjs=3
GPSC Full Stack Senior Developer,General Motors,"Roswell, GA",1 day ago,"Automates unit/end-to-end testing of software systems within their domain, focused on software quality and maintainability.",https://www.indeed.com/rc/clk?jk=dddeadd1ec6a0626&fccid=116680a29a847a70&vjs=3
ETL Application Developer (**REMOTE AVAILABLE**),Vanderbilt University Medical Center,"Nashville, TN",30+ days ago,Occasional: Bending/Stooping: Trunk bending downward and forward by bending spine at waist requiring full use of lower extremities and back muscles.,https://www.indeed.com/rc/clk?jk=ff8b74d86be40a13&fccid=9a79b8527fbd5a84&vjs=3
Front End Developer,Adage Technologies,"Chicago, IL",30+ days ago,"Maintaining and improving front-end code bases across a wide variety of projects. Building semantic, accessible and maintainable front-end interfaces with HTML5…",https://www.indeed.com/rc/clk?jk=066665ba964df41d&fccid=6bf82ef7d0c87db2&vjs=3
"Senior Back-end Software Developer - Raleigh, NC",IBM,"Research Triangle Park, NC",6 days ago,"Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…",https://www.indeed.com/rc/clk?jk=b316d2a49a143cea&fccid=de71a49b535e21cb&vjs=3
Software Design/Development Engineer,General Motors,Michigan,28 days ago,This is in support of the company’s Computer Aided Engineering (CAE) Application teams that perform end-to-end simulations from vehicle design through vehicle…,https://www.indeed.com/rc/clk?jk=7aa73441dcfb040a&fccid=116680a29a847a70&vjs=3
"Fullstack Software Developer, CRIT",Memorial Sloan-Kettering Cancer Center,"New York, NY",18 days ago,"Design and develop software covering the full stack (front-end and back-end.). Proficiency with front end languages such as React, Vue, etc.",https://www.indeed.com/rc/clk?jk=6965d0e8516e312a&fccid=1320c50b75f44505&vjs=3
Web Developer,Gospel for Asia (GFA),"Wills Point, TX",30+ days ago,"Integrates front-end user interfaces with back-end applications and our content management system. We will provide training, guidance, and coaching in how to…",https://www.indeed.com/rc/clk?jk=5f78aca6923eaf28&fccid=79a0ff573117f598&vjs=3
Full Stack Development Coordinator,iMMAP,Remote,27 days ago,"Develop front-end’s architecture and platforms back-end. Proficiency with fundamental front end languages such as HTML, CSS and JavaScript.",https://www.indeed.com/rc/clk?jk=8ae9cdaeec23eaef&fccid=2f089935c708df33&vjs=3
Software Engineer,Highspot,"Seattle, WA",15 days ago,"Highspot helps sales teams improve customer conversations and achieve their revenue goals. Using Highspot, marketing leaders have deep insights and analytics…",https://www.indeed.com/rc/clk?jk=ca2aaf8c3440633e&fccid=fecd220976785cb1&vjs=3
Senior .NET Developer,HotSchedules,"Sofia, NM",30+ days ago,"You will be responsible for developing the software applications of Fourth including technical documentation, participating in new feature development, bug…",https://www.indeed.com/rc/clk?jk=5ff177b96c8748f7&fccid=49d86eba2fe6034f&vjs=3
Web Developer,Live Nation,"Beverly Hills, CA",30+ days ago,Develop and integrate front-end and back-end functionality for web applications. This role will be responsible for working with other developers and product…,https://www.indeed.com/rc/clk?jk=4fc66de13060017f&fccid=f2d0ffe36bb2f0f4&vjs=3
"Senior Program Architect, Health Insurance",Salesforce,Arizona,5 days ago,"Ability to work independently and be a self-starter in one or more of the following domains: front- and back-end solution architecture, web/mobile solutions,…",https://www.indeed.com/rc/clk?jk=a5cbb9e82d1830f1&fccid=4027cfd917e1ee29&vjs=3
"Backend Developer, Senior",Booz Allen Hamilton,"Alexandria, VA",14 days ago,"As a back-end developer on our team, you’ll learn how to help customers overcome their most difficult challenges using modern agile practices and a modern…",https://www.indeed.com/rc/clk?jk=c9f32cbf440b9f15&fccid=4e041af1d0af1bc8&vjs=3
Full Stack Developer,Booz Allen Hamilton,"Arlington, VA",28 days ago,"2+ years of experience with Python for back-end. You need the right combination of clean code, APIs, analytics, and infrastructure to build a user focused…",https://www.indeed.com/rc/clk?jk=de72ea0131c51509&fccid=4e041af1d0af1bc8&vjs=3
Front-End Developer,"The Restaurant Store, Inc.","Tampa, FL",30+ days ago,"Assisting back-end developers with troubleshooting site bugs, or markup implementation. Write semantic, and accessible HTML.",https://www.indeed.com/rc/clk?jk=95d12e94bc7a48df&fccid=15c26b2f7c7309c1&vjs=3
Senior Back-end Engineer,Grove Collaborative,"Durham, NC",30+ days ago,"Help derisk deploys, decouple software entities, and improve the overall developer experience. Each month, millions of customers use our web and native apps …",https://www.indeed.com/rc/clk?jk=da23c040d2b42334&fccid=9ee7581ae7baf7fe&vjs=3
Software Engineer -Back End Developer,Q2ebanking,"Lincoln, NE",30+ days ago,"Our API and Back-end Systems are built using . You will help plan, design, develop, test, and debug, highly available/scalable applications and services.",https://www.indeed.com/rc/clk?jk=9114792048236213&fccid=5cf515b6d3e65482&vjs=3
Front End Developer,Ritchie Bros.,United States,12 days ago,"Collaborate with architects, front-end developers, and back-end developers in conceptualizing and developing high-performing web systems.",https://www.indeed.com/rc/clk?jk=8ce2d04d2f93c095&fccid=143c7479acc5b806&vjs=3
Senior PHP Developer,ATIBA,"Nashville, TN",30+ days ago,"Regardless of the project, our Sr. Developers make decisions that greatly impact the architecture and workflow of the code. Can import/export data sets.",https://www.indeed.com/rc/clk?jk=62dceab5aee27878&fccid=6e535d6f86782429&vjs=3
Distributed Application Developer,Karen Clark & Company,"Boston, MA",30+ days ago,"In this position, you will work closely with the Software Development Team to develop and implement solutions to optimize platform components, assist with…",https://www.indeed.com/rc/clk?jk=d9bd025a5c89f29d&fccid=afd7dfce0c0eeccb&vjs=3
MySQL Database Administrator,Cornerstone Defense,"Chantilly, VA",5 days ago,"Provide timely database support to developers, testers, power users and end users. Develop technical designs, documentation, requirements and collaborate with…",https://www.indeed.com/rc/clk?jk=33d3923695f1ef18&fccid=c4dad3c95358e466&vjs=3
"Engineer, Kabbage Data Connections",American Express,"Atlanta, GA",30+ days ago,"Lead by example and mentor developers in all aspects of planning, development and testing. Comfortable with at least one modern front-end framework and can…",https://www.indeed.com/rc/clk?jk=8377e88363a4bbe8&fccid=f057e04c37cca134&vjs=3
IT Project Coordinator,Stanford University,"Redwood City, CA",30+ days ago,"Under general supervision, this position also supports IT quality assurance and the end users of various application systems as needed by being an effective…",https://www.indeed.com/rc/clk?jk=49ab8f3ca434d5f3&fccid=1ba7f338730ce720&vjs=3
Backend Cloud Developer,NS804,Virginia,30+ days ago,Proven work experience as a Back-end developer. Collaborate with Front-end developers to integrate user-facing elements with server side logic.,https://www.indeed.com/rc/clk?jk=96517b8f4d9c4ea1&fccid=15aaf27a53b4b95a&vjs=3
Back End Developer- Digital,Archer Daniels Midland Company,"Erlanger, KY",30+ days ago,5+ years of demonstrated ability in back-end development. Responsible to transfer the back-end solution once MVP is done. Write the web services and APIs.,https://www.indeed.com/rc/clk?jk=9cdca7cb3bde5462&fccid=a46683ec51ead49e&vjs=3
Salesforce Developer,Accenture,"New York, NY",6 days ago,"Typical Force.com implementations include custom platform development (Apex, Visualforce, Lightning Components, front end web technologies), integrations with…",https://www.indeed.com/rc/clk?jk=ae3140f1a097c852&fccid=a4e4e2eaf26690c9&vjs=3
"Full Stack Developer, Mid",Booz Allen Hamilton,"Washington, DC",Today,"We need an experienced back-end developer who will use their passion to guide a development team to learn new tools and techniques, identify and implement…",https://www.indeed.com/rc/clk?jk=630dd850889f4046&fccid=4e041af1d0af1bc8&vjs=3
iOS Developer,Nine Zeros Entertainment,"Los Angeles, CA",30+ days ago,"As iOS developer you’ll work collaboratively with other developers and designers on architecture, design, and implementation, while focusing on implementation…",https://www.indeed.com/rc/clk?jk=25d3b57263fcaaac&fccid=70ca24183a5fd27c&vjs=3
Sr. Java Developer,Involve I.T. Inc,"Minneapolis, MN",30+ days ago,"Stronger more on the back-end (the standard…spring, etc.). Additionally, somebody who can write SQL and Stored Procedures - not necessarily doing database…",https://www.indeed.com/rc/clk?jk=d950d5508c483503&fccid=5189acebfaa5c9a2&vjs=3
Frontend Software Engineer,"Zoom Video Communications, Inc.","Seattle, WA",30+ days ago,"Knowledge of web back end such as Java programming, Spring, MySql, Redis. In this role, you will utilize your knowledge of application programming to extend the…",https://www.indeed.com/rc/clk?jk=9c55202543a233e5&fccid=e32d933c26e873c8&vjs=3
Application Support Specialist II,Burlington Stores,"Edgewater Park, NJ",Just posted,"This person will support end users using their analytical, organizational and technical skills. Act as a liaison between application developer and the customer…",https://www.indeed.com/rc/clk?jk=e59c592a965af8ab&fccid=aa2fd58d0ae65364&vjs=3
Sr Back End Developer,Aspen Technology,"Bedford, MA",30+ days ago,"Collaborate with customers, product managers, designers and developers to understand customer needs and translate them into product requirements and…",https://www.indeed.com/rc/clk?jk=78e2a8e02a39b6a6&fccid=b3fc015a7c99e39b&vjs=3
Web Application Developer Sr.,Arizona State University,"Tempe, AZ",6 days ago,Experience with databases and back-end development. Experience in communicating with stakeholders and end-users. Preference will be given to those who present:,https://www.indeed.com/rc/clk?jk=f7c572ce5be4faec&fccid=b97aa9a98af93bad&vjs=3
Senior Software Developer - Home Services,Redfin,"Seattle, WA",30+ days ago,"Full-stack experience: 5+ years of experience as a software developer, working on both front and back-end features.",https://www.indeed.com/rc/clk?jk=3a215bf5ab7846e1&fccid=ccaacd9cca9fffe8&vjs=3
Senior Test Analyst,Strategic Resource Team,"Nashville, TN",5 days ago,Extensive experience using SQL Queries to perform database and back-end testing. Communicates results to automation developers and key stakeholders.,https://www.indeed.com/rc/clk?jk=010a823048c7638a&fccid=d30444ba6bddfd37&vjs=3
Software Developer - Tech Lead (Contact Center Technology),Ally Financial Inc.,"Charlotte, NC",30+ days ago,"Partner with business, UX design and back-end API teams to stand up contact center capabilities across delivery channels of voice, chat, sms/mms and push…",https://www.indeed.com/rc/clk?jk=7901fe437961ed3a&fccid=f8c85b296194776f&vjs=3
Word Press Developer,Ossisto,"Perth Amboy, NJ",30+ days ago,"Strong understanding of PHP back-end development. We are seeking a Word Press Developer responsible for both back-end and front-end development, including…",https://www.indeed.com/rc/clk?jk=b34a3b4153438449&fccid=c84a50fbacf351fd&vjs=3
Technical Leader/Senior Front End Developer,Cisco Systems,"San Jose, CA",30+ days ago,Develop new user-facing features. Build reusable code and libraries for future use. Ensure the technical feasibility of UI/UX designs.,https://www.indeed.com/rc/clk?jk=9958d57d533f3e1f&fccid=dfc44f3b8c44a6db&vjs=3
Sr Software Application Developer,Bright Horizons Family Solutions,"Newton, MA",30+ days ago,This will be a full stack role with an emphasis on back-end/. Net Development. The ideal candidate will have prior demonstrated experience and mastery of…,https://www.indeed.com/rc/clk?jk=331b27830e2c1f82&fccid=f88ce7308732d284&vjs=3
Cleared Senior C++ Software Engineer,RT Logic,"Colorado Springs, CO",30+ days ago,"Their mission is designing and implementing software, hardware, and cloud-based computing systems to process and deliver RF SDA data products.",https://www.indeed.com/rc/clk?jk=282881eb62ab7010&fccid=f5d158e3b2ce4fae&vjs=3
WordPress Developer,The Bowen Group,"Stafford, VA",8 days ago,Designing and managing the website back-end including database and server integration. Designing and building the website front-end.,https://www.indeed.com/company/The-Bowen-Group/jobs/Wordpress-Developer-b79f58d1c2744b30?fccid=ff9eaef76e788cbb&vjs=3
Full Stack Developer,JLM HR Consulting LLC,"Washington, DC",13 days ago,Knowledge of multiple back-end languages (Python and Node.js). This person will help build user interface and back-end components to ensure our applications are…,https://www.indeed.com/rc/clk?jk=cab04b7f4b69e4ba&fccid=02de096b789d2e1d&vjs=3
Sr. Back-End Software Engineer,IBM,"Cambridge, MA",22 days ago,"As a member of the IBM Security SOAR development team, you will be working on back-end services, end-to-end system design, and data analytics.",https://www.indeed.com/rc/clk?jk=fea4e02437ab2bf6&fccid=de71a49b535e21cb&vjs=3
Senior Full Stack Web Developer,Bridge,Remote,30+ days ago,"Experience leading development of multiple features, including both front and back end components. On a day to day basis, you’ll be expected to write clean Ruby…",https://www.indeed.com/rc/clk?jk=22c5431d30c72ea7&fccid=0788493daa8b6896&vjs=3
Front-End Developer,Varen Technologies,"Reston, VA",28 days ago,"Ina robust DevSecOps environment, you will coordinate with UI and UX designers and back-end developers to create a seamless user experience using Vue, Angular…",https://www.indeed.com/rc/clk?jk=36769ba371eae125&fccid=898cb537778fecc3&vjs=3
Sr. Front End Web Developer,Smartlocating Corporation,Remote,30+ days ago,Some experience with back-end development. 6+ years experience as a front-end developer. Good understanding of Typescript / Angular 7+.,https://www.indeed.com/rc/clk?jk=4a6e2ac8b49b9eb0&fccid=fcf42d9d883ae5bd&vjs=3
Full Stack Developer (.NET Developer),Changeis,Massachusetts,22 days ago,Please note that required technical skills include 8-10 years of front/back-end full stack development experience using .,https://www.indeed.com/rc/clk?jk=674f56cbf9cf06b5&fccid=f0879d3f28f599a9&vjs=3
Back-End Software Developer Career,Caxy Interactive,"Chicago, IL",30+ days ago,"We are a team of talented developers who work in cross-functional teams with seasoned Product Managers, UX architects, and digital designers.",https://www.indeed.com/rc/clk?jk=9ab0579ae311b96f&fccid=f1b71e74a321cf48&vjs=3
Web Application Developer,Logicdrop,Remote,30+ days ago,Developing front-end web user interface components that communicated with various back-end services. Bachelor’s degree in a Computer Science related field.,https://www.indeed.com/rc/clk?jk=708ee86bd6f6cd6d&fccid=5f8eebaaa8e57473&vjs=3
Front End Web Developer,Kurt J Lesker,"Jefferson Hills, PA",30+ days ago,"This person reports directly to the Global Digital Marketing Manager, and is part of the Marketing Group of the company working closely with product management…",https://www.indeed.com/rc/clk?jk=32fd0aa6e95f36e0&fccid=bfc7b71c5fa5b9af&vjs=3
Senior Software Engineer- Math Automated Scoring,Pearson,"Nashville, TN",30+ days ago,"Diverse technical skills, and an ability to shift between the development of front- and back-end systems. As a Software Developer, your primary responsibility…",https://www.indeed.com/rc/clk?jk=c3506d0561d98eca&fccid=915b1c0ee87e5e8a&vjs=3
Senior Front-End/UI Developer,Oracle,United States,30+ days ago,"You have a knack for building tools to simplify developer lives. You have full mastery of CSS, know when to use grids vs flex-box vs floats, and have a deep…",https://www.indeed.com/rc/clk?jk=32910e846cef0858&fccid=cd22d01053af7669&vjs=3
VP of Technical Operations,"Amyris, Inc.","Emeryville, CA",30+ days ago,"Ability to build and maintain strong relationships with business users, software developers, other cross-functional co-workers, and outside partners.",https://www.indeed.com/rc/clk?jk=5c1c8fe532338221&fccid=51d47d35f8f71f7d&vjs=3
Program Manager,General Motors,Georgia,6 days ago,"Collaborates with cross-functional teams including architects, software engineers, developers and technical leads to ensure timely delivery of projects.",https://www.indeed.com/rc/clk?jk=82f2d8c645eeecc9&fccid=116680a29a847a70&vjs=3
SharePoint Lead,Howmet Aerospace,"Pittsburgh, PA",Today,"The SharePoint and Power Platform Technical Lead will serve dual roles, as a SharePoint Architect and SharePoint development - participating in the evaluation,…",https://www.indeed.com/rc/clk?jk=2858f88140a5b9f4&fccid=33b2c081c585c8f2&vjs=3
IOS Mobile Developer,Monster Energy,"Corona, CA",28 days ago,Familiarity with RESTful APIs to connect iOS applications to back-end services. Design and build applications for the iOS platform.,https://www.indeed.com/rc/clk?jk=6b7dfc4f6010fd5f&fccid=eac377ee0816c002&vjs=3
Lead Web Developer Job,MadAddie Marketing,"Glenville, NY",30+ days ago,Has super hero strength with back-end development and integration with other business management systems (CRM/Financial/Automated Marketing).,https://www.indeed.com/rc/clk?jk=f4898e17aea23bed&fccid=0177559787ee7204&vjs=3
ARCHITECT,Foot Locker,"San Angelo, TX",22 days ago,"A minimum of 8 years architecture experience, building back-end systems and minimum of 3 years of experience in building scalable RESTful API’s.",https://www.indeed.com/rc/clk?jk=f394a2a9ec74610f&fccid=5c616ca9b51e8497&vjs=3
Programmer Analyst Fulltime job,Advithri Technologies,"Frisco, TX",30+ days ago,"Utilize Java to retrieve, locate and store data efficiently from Oracle and SQL server as back-end databases on Windows, Unix and Linux environments.",https://www.indeed.com/rc/clk?jk=94a259817ab25126&fccid=bb02ee06e6e4268a&vjs=3
Principal Software Developer,Aspen Technology,"Houston, TX",30+ days ago,Make decisions that will influence a scalable front & back-end architecture. Demonstrated technology leadership to scope and estimate the overall project…,https://www.indeed.com/rc/clk?jk=2b505721522887dc&fccid=b3fc015a7c99e39b&vjs=3
IBM ACE / IIB Developer | Fully Remote,Apexon,"Salt Lake City, UT",30+ days ago,Ideal Candidate will need strong back-end development and experience with the following: Our client is migrating some legacy services to a new IBM platform.,https://www.indeed.com/rc/clk?jk=1fcdaca126efa2af&fccid=784ed0ea1f56bb8a&vjs=3
PHP Developer,IT Pandits,"Ashburn, VA",30+ days ago,"PHP developers usually develop back-end components, connect the application with the other (often third-party) web services, and support the front-end…",https://www.indeed.com/rc/clk?jk=ff98d8975eb6cabc&fccid=f71f258e3a32a3bd&vjs=3
Applications Developer,Cuyahoga Community College,"Cleveland, OH",Today,"Partners closely with end-users to obtain solution requirements prior to development activities. Responds to, investigates and resolves issues reported by end…",https://www.indeed.com/rc/clk?jk=4143db997ebd430b&fccid=51ebf0b9fe1bc25e&vjs=3
Software Engineer,Leidos,"McLean, VA",19 days ago,"This work involves development and maintenance of various back end systems for such things as roadside data collection and storage, web mapping tools,…",https://www.indeed.com/rc/clk?jk=339d5c685a3f3207&fccid=8765a4045377753a&vjs=3
Salesforce Tech Lead,Anthem,"Atlanta, GA",30+ days ago,"Experience in building high performance, highly scalable, client server applications using Java (or equivalent back-end language) with Spring Boot and / or…",https://www.indeed.com/rc/clk?jk=d0ba292ff905a663&fccid=2a4da7fa99f4b9ae&vjs=3
Sr Software Developer,Spectrum,"Charlotte, NC",15 days ago,"Support custom Java applications including outage call backs, notifications, and customer communication with complex web services integration to back-end…",https://www.indeed.com/rc/clk?jk=98cce0b9f7778272&fccid=c2d1b0769a534b4d&vjs=3
QA Analyst,Intone Networks,"Dallas, TX",30+ days ago,"QA Analyst with hands-on experience with BI Tools such as Power BI, Tableau, or Cognos (will be working in a Power BI environment) All Manual Testing · QA will…",https://www.indeed.com/rc/clk?jk=24bf1500729483d5&fccid=3ed0572c448b2368&vjs=3
PHP Web Developer,BEST BRANDS,"Los Angeles, CA",30+ days ago,"This is a full-time position at our Beverly Hills office. You’ll be responsible for delivering professional, functional sites with clean code that follow the…",https://www.indeed.com/rc/clk?jk=8950e306ca08c540&fccid=e43bea8740f3c01f&vjs=3
Software Engineer and Architect,MSCI Inc.,"Norman, OK",2 days ago,"The developer will need to have a strong development background and be able to look holistically across the system, and jump in where needed by writing code,…",https://www.indeed.com/rc/clk?jk=ce2142877f0036f2&fccid=ddf716c161cc9a6a&vjs=3
FULL STACK DEVELOPERS,PNI Digital Media,"Levels, WV",30+ days ago,"Developing clean, high-quality, high-performance and maintainable software in both Front-end and Backend. Relocation to Vancouver, BC may be considered.",https://www.indeed.com/rc/clk?jk=f0176cd9f9e120ff&fccid=c467efa14d7654d8&vjs=3
Senior Backend Developer,Grid Dynamics,"San Francisco, CA",20 days ago,"Experience in unit testing (unit, integration, and end-to-end). Working on the development of common practices for backend implementation across mission…",https://www.indeed.com/rc/clk?jk=192d8c252bd8e982&fccid=9e6cc9e51c2613ab&vjs=3
Backend Developer,Pollenly,"Santa Monica, CA",30+ days ago,"Experience with end-to-end data and large-scale performance challenges. Previous to our company, brands had to use external links or reference codes to track…",https://www.indeed.com/rc/clk?jk=232fc8b4f8cc633b&fccid=9b11442cf75b1c20&vjs=3
GPSC Full Stack Senior Developer,General Motors,"Roswell, GA",1 day ago,"Automates unit/end-to-end testing of software systems within their domain, focused on software quality and maintainability.",https://www.indeed.com/rc/clk?jk=dddeadd1ec6a0626&fccid=116680a29a847a70&vjs=3
Technical Lead - Mortgage,Redfin,"Frisco, TX",30+ days ago,You are an experienced developer with 8+ years of experience designing complex distributed systems. Our team will need to expand the capability of our back…,https://www.indeed.com/rc/clk?jk=627f42df2f69d4f1&fccid=ccaacd9cca9fffe8&vjs=3
"Prin, Full-Stack Dev",BNY Mellon,"New York, NY",13 days ago,This will be a hands on role focusing on full SDLC development for turn-key solutions for end to end wealth management process on new and leading edge digital…,https://www.indeed.com/rc/clk?jk=92f695a050798c91&fccid=b4048be2884af072&vjs=3
Software Engineer,Cengage,"Raleigh, NC",13 days ago,Responsible for end-to-end delivery. Full stack engineering with JavaScript frameworks like jQuery and React.js on the front end and Java or Perl services on…,https://www.indeed.com/rc/clk?jk=b8500328aee28a78&fccid=cd7072017d299499&vjs=3
Lead Software Engineer,Dana-Farber Cancer Institute,"Boston, MA",7 days ago,"Proficient knowledge of multiple back-end programming languages (Java, Python, Ruby, . Coordinate the work of a small team of software developers; refine and…",https://www.indeed.com/rc/clk?jk=7af8be5320dfe948&fccid=31a15643b156b0a5&vjs=3
"Sr. SDE, Full Stack Developer",Office Depot OfficeMax,"Boca Raton, FL",Today,"Ideal candidates should be a full stack developer having experience developing front-end, middle-tier and back-end systems. Java EE and/or Golang.",https://www.indeed.com/rc/clk?jk=23505076cf6ab656&fccid=18aa19122de0323c&vjs=3
"Software Engineer, Developer Experience",NEAR,Remote,30+ days ago,"Comfort operating across the full stack including front end web, mobile, back end, smart contracts and dev ops. Participating in the on-call rotation.",https://www.indeed.com/rc/clk?jk=32d4be499f072827&fccid=a089a346aa023259&vjs=3
Senior Oracle Database Developer,"Amyx, Inc.","Philadelphia, PA",30+ days ago,"Net developers, lower-level database developers, systems analysts). Primary responsibilities are to Architect, Design, Develop and Implement Oracle Database…",https://www.indeed.com/rc/clk?jk=2225ec8b5ac20103&fccid=c8065917ab1f5e6e&vjs=3
AEM Developer,Cardinal Health,"Dublin, OH",30+ days ago,"Experience with communicating to different internal servers, databases from AEM, using both front end (ajax, cookies) and back end technologies (servlet, osgi…",https://www.indeed.com/rc/clk?jk=f34ca5e5b1bd7137&fccid=87b328666e50453b&vjs=3
Full Stack Developer,BNY Mellon,"Jersey City, NJ",30+ days ago,This mid-level full stack developer would. Compiles documentation written by more senior developers of all procedures used in system.,https://www.indeed.com/rc/clk?jk=cbe3fe253c2dbcfa&fccid=b4048be2884af072&vjs=3
Photoshop Machine Learning Engineer,Adobe,"San Jose, CA",15 days ago,"Develop end-to-end solutions from back-end algorithms to front-end user experience. Collaborate with researchers, developers, UI designers, product managers,…",https://www.indeed.com/rc/clk?jk=902ec8ede510df06&fccid=f89deb5a97c7738a&vjs=3
