JobTitle,Company,Location,PostDate,Summary,JobUrl
Junior Frontend Web Developer,First Community Credit Union of Oregon,"Coquille, OR",30+ days ago,"Knowledge of back end languages is helpful, but not required. Skills required are: Good PC/data entry skills, exceptional attention to details, and knowledge of…",https://www.indeed.com/rc/clk?jk=25c5114914ecf1c9&fccid=ca3db0e6337aabfc&vjs=3
Back End Engineer,Pantheon,Remote,30+ days ago,"You delight in the critical role you are able to play in making rapid product innovations possible, stabilizing services, and driving the architecture shifts…",https://www.indeed.com/rc/clk?jk=7ebed2491289a0e7&fccid=1cb7b230854ac96a&vjs=3
Senior Systems Development Engineer,Amazon.com Services LLC,United States,30+ days ago,"You and a team of developers will work through all phases of the project life-cycle, including reviewing requirements, designing services that lay foundation…",https://www.indeed.com/rc/clk?jk=55943b4e3b84526a&fccid=fe2d21eef233e94a&vjs=3
Web Developer,A Cloud Guru,Remote,30+ days ago,"Knowledge of front-end technologies including CSS3/SCSS, JavaScript, HTML5, and jQuery. The opportunity to develop new features and work on projects that tie…",https://www.indeed.com/rc/clk?jk=94dbc0d32a6a196e&fccid=93665162b6da8dac&vjs=3
Android Software Engineer,Facebook,Remote,30+ days ago,Build reusable Android software components for interfacing with our back-end platforms. Lead complex technical or product efforts involving many engineers.,https://www.indeed.com/rc/clk?jk=935bef1dc778fcaf&fccid=1639254ea84748b5&vjs=3
Full Stack Web Development Associate,University of Texas at Austin,"Austin, TX",30+ days ago,Experience with both front-end and back-end web development. We are seeking a energetic software developer with a solid understanding of web development and…,https://www.indeed.com/rc/clk?jk=863f002aec20df71&fccid=f7282ad3490137c7&vjs=3
Quality Assurance (QA) Developer,Yardline,New York State,30+ days ago,"As a Q uality A ssurance Developer on the Yardline team, you will plan, develop, and execute tests against back-end APIs and front-end applications that are…",https://www.indeed.com/rc/clk?jk=e3418e1d479867f1&fccid=1a6403f5a8617d71&vjs=3
Software Engineer II,Upland Software,Remote,13 days ago,A successful candidate will be able to quickly scale up into a SPA front-end and Ruby on Rails back end. Work with support team to fix any bugs that arise in…,https://www.indeed.com/company/Upland-Software/jobs/Software-Engineer-23ffb3669f806c2e?fccid=b29545c1d183062e&vjs=3
Data Analyst,North Carolina Dept of State Treasurer,"Wake County, NC",7 days ago,"Work with data engineers and data architects to define back-end requirements for data products (aggregations, materialized views, tables, visualizations);",https://www.indeed.com/rc/clk?jk=e7daa4ddaf27adcd&fccid=d7d01a85ca84ff20&vjs=3
"Senior Engineer, Front-End and Data Science",Dermalogica,"Carson, CA",30+ days ago,"As a front-end developer, this role will be responsible for developing, deploying, and maintaining front-end code bases for a handful of projects, some of which…",https://www.indeed.com/rc/clk?jk=c5cdf6a6f52d198b&fccid=72f866b0472f5398&vjs=3
Product Manager,Stanford University,"Redwood City, CA",5 days ago,"Collaborate with front- and back-end developers, partners, and leadership as the Product Manager for Stanford Mobile.",https://www.indeed.com/rc/clk?jk=f4f5dd00eb021b8c&fccid=1ba7f338730ce720&vjs=3
React Web Developer,Cryptospace,"San Pedro, CA",30+ days ago,Collaborate with back-end developers and web designers to improve usability.,https://www.indeed.com/rc/clk?jk=c5a8a341bbefae88&fccid=dd616958bd9ddc12&vjs=3
"EHR/EMR Electronic Health Record Data Analyst-Tucson, AZ",Easterseals Blake Foundation,"Tucson, AZ",5 days ago,Proficiency in training end-users with varying levels of technology skill. The EHR Data Analyst will also assist in maintain the back and front-ends of EBF’s…,https://www.indeed.com/rc/clk?jk=dca5fe56e3debaa3&fccid=a0e8f51dc8698ebb&vjs=3
Python (Django/Flask) Developer,Trood,"New York, NY",30+ days ago,"Professional knowledge of Python, Django, or Flask. High professional motivation and ambition. Knowledge and experience in the application of design patterns,…",https://www.indeed.com/rc/clk?jk=a5fe3ba2a2ecdbe2&fccid=dd616958bd9ddc12&vjs=3
"Content developer, Digital",Tapestry,"New York, NY",30+ days ago,"Managerial Courage: Doesn’t hold back anything that needs to be said; provides current, direct, complete, and “actionable” positive and corrective feedback to…",https://www.indeed.com/rc/clk?jk=aae247fec17644c7&fccid=4b0e713ef50478fa&vjs=3
Full Stack Developer,State Farm,"Bloomington, IL",21 days ago,Each product team will build and support a modernized solution that has a UI component build on the Salesforce platform and will also include back-end…,https://www.indeed.com/rc/clk?jk=2dfe2bc42cd455db&fccid=d2310af9b3bb8585&vjs=3
"Software Engineer, Android",Facebook,"Los Angeles, CA",11 days ago,Build reusable Android software components for interfacing with our back-end platforms. Work closely with our product and design teams to build new and…,https://www.indeed.com/rc/clk?jk=d4d562742a9c280f&fccid=1639254ea84748b5&vjs=3
Web Developer (Back-End),Southern New Hampshire University,Remote,30+ days ago,"This role provides a variety of Web application design, development, and maintenance services for an innovative university and will be instrumental in improving…",https://www.indeed.com/rc/clk?jk=6a4e86e7ea972449&fccid=10119bc008fd8b8d&vjs=3
SOFTWARE DEVELOPERS (275),Vernus Technologies,Michigan,30+ days ago,"Analyze system and the impact with the back end and front-end systems. Analyze, design, develop and produce various Mainframe applications.",https://www.indeed.com/rc/clk?jk=4529fe5660f7b330&fccid=0cc1c26fdd8be74c&vjs=3
Sr. Front End Developer /Event Handling,"Hitachi America, Ltd.","Cerritos, CA",30+ days ago,"Design, build, test and deploy reusable and maintainable dashboard to visualize events and messages from back end OSS.",https://www.indeed.com/rc/clk?jk=acceed8b0c9156ed&fccid=28f79c18789111e8&vjs=3
SFCC (Demandware) Front End Developer,Capgemini,"Houston, TX",1 day ago,"Current developer certification in the relevant platform (i.e. Demandware, Magento, or Hybris). Current developer certification in the relevant platform (i.e.…",https://www.indeed.com/rc/clk?jk=e618d8e83e78fe23&fccid=105ecfd0283f415f&vjs=3
Front End Developer,"Prodege, LLC","El Segundo, CA",30+ days ago,"Develop front-end functionality for our web applications. Through deep consumer profiling, our partners can more effectively acquire new customers, boost…",https://www.indeed.com/rc/clk?jk=4efa6c0b0849a954&fccid=73050debaa9218bd&vjs=3
"Staff Software Engineer (Front-End), Workflows",Outreach,"Seattle, WA",30+ days ago,"Ability to mentor and develop junior developers through code reviews and 1:1 mentorship. We capture that data about an organization's customer interactions,…",https://www.indeed.com/rc/clk?jk=9fbb1d245880e75f&fccid=bbf7f2ec76aa5019&vjs=3
Full Stack Developer Delphi 10.x,Oxley Enterprises Inc,Remote,18 days ago,The Full Stack Developer Delphi 10.x develops and maintains front-end and back-end applications. Leads and provides mentoring and guidance to less senior…,https://www.indeed.com/rc/clk?jk=1eac682fc52c9580&fccid=5b8bdea8261fefa1&vjs=3
Front End Drupal Developer,Mediacurrent,Georgia,18 days ago,"Experience with JavaScript frameworks and end to end-user interface development. Guide customers and team through the front-end process, helping articulate the…",https://www.indeed.com/rc/clk?jk=cf49ae730b3ea063&fccid=bde0bb6e0957074f&vjs=3
Python Developer,Sara Technologies,"San Diego, CA",30+ days ago,"As a Back-End Python Engineer, you will design and develop elegant and performant code, predominantly in Python. Writing reusable, testable, and efficient code.",https://www.indeed.com/rc/clk?jk=07cc59a85ae4d228&fccid=4fd3a02fdb32668b&vjs=3
Full Stack Developer,MyVillage,Remote,6 days ago,"Along with other developers, the Full Stack Developer will: The Senior Full-Stack Developer will design, build, test, and support our core product at MyVillage,…",https://www.indeed.com/rc/clk?jk=784f18c4dd2978e5&fccid=91cd785667968c4d&vjs=3
Front End Developer,Kin + Carta,"Chicago, IL",30+ days ago,"Interface with various back-end technologies, frameworks and services. Experience interfacing with various back-end technologies, frameworks and services.",https://www.indeed.com/rc/clk?jk=2225140fd18c3aea&fccid=0c354a10048ca5f9&vjs=3
Python Developer,Commerx,United States,30+ days ago,Develop back-end components to improve responsiveness and overall performance. Familiarity with front-end technologies (like JavaScript and HTML5).,https://www.indeed.com/rc/clk?jk=4ac786cdc8731b97&fccid=1eec5c145022c908&vjs=3
Data Scientist (Remote),Kar Global,"Kansas City, MO",29 days ago,"Our end-to-end solution is truly seamless for dealers, as BacklotCars provides vehicle inspections, transportation, and inventory finance.",https://www.indeed.com/rc/clk?jk=941162f0777bf7b9&fccid=bf43832ebb455ed2&vjs=3
Web Developer,Medical Review Institute,"Salt Lake City, UT",30+ days ago,"Full-stack web development (Back-end: Node.js, Front-end: React or Angular). Benefits including great medical, vision, and dental insurances, a huge 401k match,…",https://www.indeed.com/rc/clk?jk=cf6730bc4de072c3&fccid=3f4da3c943effee7&vjs=3
"System Administrator, Programmer, and Data Analyst - Information Technology Consultant - Career",California State University,"San Francisco Bay Area, CA",30+ days ago,The individual sought for this position will: take the major responsibility for all learning systems administration and both front-end and back-end technical…,https://www.indeed.com/rc/clk?jk=ccd35c12d1f1744b&fccid=938c68fc89db4b9d&vjs=3
Software Developer (Back-End),Ascension,"Chicago, IL",30+ days ago,"You will be applying your expertise to solve complex problems, and deliver high quality software solutions. Ensure that your solutions are written with quality…",https://www.indeed.com/rc/clk?jk=56c888f9b3dabe43&fccid=ae24f29d22570194&vjs=3
Principal Java Developer: Back End,Hitachi Vantara Corporation,"Waltham, MA",30+ days ago,"Collaborate with a team of developers to maintain technical design and code standards. In this role, you will work with a cross-functional engineering team to…",https://www.indeed.com/rc/clk?jk=bcc8263e801cb2f2&fccid=dd616958bd9ddc12&vjs=3
Data Scientist - Business Interfaces,Facebook,"Bellevue, WA",30+ days ago,"1+ years of experience in one or more of these types of analytics: Back-end quality/Performance & Reliability, Risk & Integrity, Infrastructure system design,…",https://www.indeed.com/rc/clk?jk=dbfe18d59ac8cf48&fccid=1639254ea84748b5&vjs=3
Rails Developer,PayNearMe,Texas,30+ days ago,"Code review other developers’ changes as they will review yours. With its great mobile experience, PayNearMe’s technology provides a simple way for businesses…",https://www.indeed.com/rc/clk?jk=aff0552715175a22&fccid=a5e9994608b76723&vjs=3
Application Support Analyst - Manufacturing Quality,Tesla,"Fremont, CA",30+ days ago,"Launch systems and tools to new departments, manufacturing lines and global factories and train new stakeholders• Work directly with software developers to…",https://www.indeed.com/rc/clk?jk=ff52a451c8f4ec01&fccid=86e9be6ce380173e&vjs=3
Back End Developer (Node.js),Holomeeting,Remote,15 days ago,For the Microsoft HoloLens2 that enables teams to meet and collaborate remotely. This role requires an experienced Back-End Web Developer with Node JavaScript…,https://www.indeed.com/rc/clk?jk=efdff85bcfe0f14d&fccid=94c0333b8c8c6f73&vjs=3
Software Developer Senior,Charles Schwab,"Austin, TX",15 days ago,"Experience writing automation testing for web applications, services, and back-end processes. Experience mentoring and guiding other developers.",https://www.indeed.com/rc/clk?jk=617bf441b57ec4d1&fccid=3c74eafe288fc8ca&vjs=3
Jr Developer /Help Desk Technician,Daystar Television Network,"Bedford, TX",30+ days ago,"We are looking for someone who has keen developer skills. Delivers sets up and assists in the configuration of end-user PC desktop hardware, software, and…",https://www.indeed.com/rc/clk?jk=6003afd0e4e63df6&fccid=28a3799092b85ad1&vjs=3
Photoshop Machine Learning Engineer,Adobe,"San Jose, CA",15 days ago,"Develop end-to-end solutions from back-end algorithms to front-end user experience. Collaborate with researchers, developers, UI designers, product managers,…",https://www.indeed.com/rc/clk?jk=902ec8ede510df06&fccid=f89deb5a97c7738a&vjs=3
.Net (Dot Net) Integration Developer,Medical Specialties Managers (MSM),Remote,14 days ago,Provide world-class support to our end users by helping them dissect when and why something happened in our processing pipeline. 3+ years of experience with C#.,https://www.indeed.com/rc/clk?jk=02b8a4ee0c4b1064&fccid=975372f1b8ef8942&vjs=3
iOS App Developer,Xorbix Technologies Inc.,Remote,30+ days ago,Experience as a Native Android and iOS Developer and should have developed Applications from end to end. Proven work experience as a Mobile developer.,https://www.indeed.com/rc/clk?jk=582f8c9350c5ebdb&fccid=5bc2b79aaea8dcef&vjs=3
Developer - Information Technology,United Airlines Inc.,"Chicago, IL",10 days ago,"The United Loyalty area has an opening for a qualified developer. Provides direction tools, technical and process support to less senior developers.",https://www.indeed.com/rc/clk?jk=ec36d051c96a16bf&fccid=e69f69636a9997cd&vjs=3
AS- GIS Developer,Astor & Sanders Corp,"Falls Church, VA",30+ days ago,Provide ESRI GIS expertise including back-end programming and technical support to the GIS Enterprise. This is a full-time position located in Northern VA.,https://www.indeed.com/rc/clk?jk=6613f9f147a0c475&fccid=8f04faed3ee8c9ca&vjs=3
Cloud Software Developer,IBM,"Austin, TX",22 days ago,We are looking for experienced back end or full stack software developers to develop a mix of new features and support existing code on critical projects with…,https://www.indeed.com/rc/clk?jk=8b710c2291fd5f4a&fccid=de71a49b535e21cb&vjs=3
Customer Engineer,Ramp,"New York, NY",30+ days ago,"Release solutions end-to-end from ideation, technical speccing, to implementation. Join customer calls, understand their needs, and work with product, design,…",https://www.indeed.com/rc/clk?jk=7e37215e7bf5fefa&fccid=c5a99dfabd909b70&vjs=3
"Software Developer, Applications.",SuperAce,"Braintree, MA",30+ days ago,"End-to-end ownership of backend systems & initiatives, planning & strategy. Knowledge of data analysis, data verification, and software development concepts.",https://www.indeed.com/rc/clk?jk=4fd570f21839f207&fccid=0b216258a5dc1624&vjs=3
JDE Techno-Functional Consultant,"Velocity Technology Solutions, Inc.",United States,19 days ago,"Guidance to end users to follow correct JDE standards and processes. Responsible for trouble shooting issues, work with developers to test, debug and provide…",https://www.indeed.com/rc/clk?jk=96bcdbd4df55788e&fccid=e453f1d706f05cc4&vjs=3
Java Application Developer (**Remote Available**),Vanderbilt University Medical Center,"Nashville, TN",30+ days ago,Perform developer testing in sandbox and dev environment. Occasional: Bending/Stooping: Trunk bending downward and forward by bending spine at waist requiring…,https://www.indeed.com/rc/clk?jk=fce69243c187bff8&fccid=9a79b8527fbd5a84&vjs=3
Full Stack Developer (Back End Focus) - Remote Option,PerkinElmer,"Waltham, MA",17 days ago,For Front end development proficiency in Java script is required as well. Excellent work ethic and strong sense of ownership of end result.,https://www.indeed.com/rc/clk?jk=22d2c3b67f5827f6&fccid=dedb01f1a81e63e6&vjs=3
Back End Developer - TS/SCI with Polygraph,Applied Insight,"Annapolis Junction, MD",30+ days ago,"3 or more years of experience performing back-end software development. Supporting our nation’s intelligence and DoD community, you will have the opportunity to…",https://www.indeed.com/rc/clk?jk=ace674b4483ba2a5&fccid=abe7b6801524c7e0&vjs=3
Artificial Intelligence (AI) Advance - Front-end Developer,Penn State University,"University Park, PA",30+ days ago,"They will work with Data Scientists in back - end design, collaborating on APIs, data structure, and data integration. The ASR is available for review here .",https://www.indeed.com/rc/clk?jk=0f212c0196e71507&fccid=ee32437d8dec00bd&vjs=3
Sr. Project Manager,Gartner,United States,18 days ago,"Strong understanding of Cloud and infrastructure components (servers, virtual machines, storage, network, data, security), to deliver end to end Cloud…",https://www.indeed.com/rc/clk?jk=87200f489acc2603&fccid=be293f1def77a963&vjs=3
Sr. Python Developer,Piper Companies,"Raleigh, NC",12 days ago,"Keywords: Software engineer, Software Engineer, Application Engineer, Software Developer, Software Engineer, Python, Backend, DevOpsTools, AWS Site, Technical…",https://www.indeed.com/rc/clk?jk=659c0815457e0bad&fccid=fc68da685e8aa986&vjs=3
Front End Developer (Remote),Windstream Communications,Remote,13 days ago,Work in multidisciplinary team with other professionals such as back-end developers and web designers. Bachelor’s degree in computer science or related field 2…,https://www.indeed.com/rc/clk?jk=cde2eec6a7f759e8&fccid=60e96bab83ded6e7&vjs=3
Lead Application Architect (remote virtual work from home),Humana,"Louisville, KY",30+ days ago,6 or more experience as a senior developer/ architect in large IT projects. The Lead Application Architect works on problems of diverse scope and complexity…,https://www.indeed.com/rc/clk?jk=471bc0da2fa3d572&fccid=5f1f0e6dcc6cbc83&vjs=3
Front-End Vue Developer,YAFN,United States,30+ days ago,You will work with both front-end and back-end web developers to build all client-side logic. Minimum 4 years of experience of front-end development.,https://www.indeed.com/rc/clk?jk=fdc11789043e9205&fccid=62b5dcc10fe80abf&vjs=3
Full Stack Engineer- Remote,Divisions Maintenance Group,"Newport, KY",30+ days ago,"More often than not, a full stack developer is really either a front-end developer who’s comfortable with the server-side or a back-end developer who can hold…",https://www.indeed.com/rc/clk?jk=9071f69d0fca9b71&fccid=883791e2fe8d9b3e&vjs=3
Oracle EAM Specialist I,Innovative Turnaround Controls Ltd,Texas,30+ days ago,"Facilitate and coordinate end user acceptance testing, change management, issue management, problem escalation and resolution. Toad, Sql*Plus, Web-ADI.",https://www.indeed.com/rc/clk?jk=aace839ad886eb72&fccid=b8a1843544e1674b&vjs=3
IBM ACE / IIB Developer | Fully Remote,iknowvate technologies,"Salt Lake City, UT",30+ days ago,Ideal Candidate will need strong back-end development and experience with the following: Our client is migrating some legacy services to a new IBM platform.,https://www.indeed.com/rc/clk?jk=51bbffbcc6857696&fccid=9ace5aa4e4fa6ce2&vjs=3
Full Stack Developer - Short-Term Consultancy,iMMAP,Remote,7 days ago,Knowledge of multiple back-end languages and frameworks (preferrably Angular). Build front-end components through appealing visual design following iMMAP style…,https://www.indeed.com/rc/clk?jk=51d80e32fe90dd50&fccid=2f089935c708df33&vjs=3
Senior Front End Developer,Power Costs Inc,"Norman, OK",30+ days ago,"Assure that all user input is validated before submitting to back-end. For almost 30-years, PCI has set the standard for developing customer-focused, customer…",https://www.indeed.com/rc/clk?jk=8ed93b95de582533&fccid=92594dc01ef697d2&vjs=3
Sr. Developer (back-end),Autobooks,"Detroit, MI",30+ days ago,"Satellite office in Austin; and offers flexible, remote work environments for certain roles. The Role: Senior Developer with a Backend Focus (.Net & SQL).",https://www.indeed.com/rc/clk?jk=b22f942f28009710&fccid=9b20aa3ea63a3d68&vjs=3
"Applications Developer - Salesforce (Service Cloud & LWC) - Opportunity for Working Remotely Nashville, TN",VMware,"Nashville, TN",14 days ago,"Architectural understanding of end-to-end salesforce platform. You will have opportunities to participate in requirement design discussions with product owners,…",https://www.indeed.com/rc/clk?jk=cbf39346d9c79a44&fccid=c762a27145bd166e&vjs=3
Database Developer - DevSecOps,KUBRA,"Phoenix, AZ",11 days ago,"Designing databases with both front-end and back-end users in mind. Being both an administrative and technical role, the cloud database developer should display…",https://www.indeed.com/rc/clk?jk=a092e1ac280ff6b0&fccid=e9b27079d156f5be&vjs=3
Software Development Engineer II (Back End),Expedia Group,"Chicago, IL",30+ days ago,"Collaborate with product managers, developers, and other stakeholders to develop new capabilities. Java, Elasticsearch, Cassandra, Mongo DB, S3, AWS, Lambdas,…",https://www.indeed.com/rc/clk?jk=23b69a2ac27eb95a&fccid=160efb82f2462f14&vjs=3
Front End Developer,"Fortego, LLC","Columbia, MD",30+ days ago,"Experience implementing web services (SOAP and RESTful). Experience with client visualization tools JQuery, D3JS, Angular. TS/SCI with a Polygraph.",https://www.indeed.com/rc/clk?jk=fff2ff98ad754680&fccid=fbbf239d6a8b33af&vjs=3
Senior Quality Assurance Engineer,BookNook,Remote,20 days ago,Expand our automated testing infrastructure and build out automated end-to-end test coverage that'll allow us to move even faster.,https://www.indeed.com/rc/clk?jk=02e7bfd06bc1f353&fccid=c89b9b7ac8ebb828&vjs=3
Senior Application Developer,Bright Horizons Family Solutions,Remote,30+ days ago,This will be a full stack role with an emphasis on back-end/. Net Development. The ideal candidate will have prior demonstrated experience and mastery of dotNet…,https://www.indeed.com/rc/clk?jk=1cbf2bd7a97759d3&fccid=f88ce7308732d284&vjs=3
BACK END DEVELOPER,Wyth.me,"Arlington, VA",30+ days ago,"1+ years of back end development. We're looking for a full-time developer to contribute to and maintain our database, write relevant code for our products, and…",https://www.indeed.com/rc/clk?jk=f7500170186e9a67&fccid=7b00cbc34acd864c&vjs=3
Backend Software Engineer - DICE LA,Electronic Arts,"Los Angeles, CA",30+ days ago,"Understand full service stack, from UI in the front-end to databases in the back-end. Work closely with front-end developers as part of a feature team.",https://www.indeed.com/rc/clk?jk=1288b3bc04f7a325&fccid=617d7f961cfcf54a&vjs=3
Web Developer (Back-end),Connvertex Technologies Inc.,"Boston, MA",30+ days ago,"At least 3 years’ experience with hands-on back-end software development experience implementing back-end services in Go, plus at least 3 years’ experience with…",https://www.indeed.com/rc/clk?jk=2f30a6977b3b2eff&fccid=9054760f785524fd&vjs=3
"Software Engineer, Tanzu Observability - Opportunity for Working Remotely Phoenix, AZ",VMware Engineering,"Phoenix, AZ",30+ days ago,"We have flexibility during the day and for start and end times, with extra care to be flexible during the difficult times in which we find ourselves.",https://www.indeed.com/rc/clk?jk=335b884809f12a25&fccid=c762a27145bd166e&vjs=3
iOS App Developer,Xorbix Technologies Inc.,Remote,30+ days ago,Experience as a Native Android and iOS Developer and should have developed Applications from end to end. Proven work experience as a Mobile developer.,https://www.indeed.com/rc/clk?jk=582f8c9350c5ebdb&fccid=5bc2b79aaea8dcef&vjs=3
Software Developer (Intermediate),Vidyard,Remote,30+ days ago,"Learn from senior developers and tech leads while mentoring more junior developers. Modern front-end stacks - e.g. Webpack, Babel, Vue.js, React.js.",https://www.indeed.com/rc/clk?jk=7a0af3a4f1d1f010&fccid=481922bac21917d5&vjs=3
"Fullstack Software Developer, CRIT",Memorial Sloan-Kettering Cancer Center,"New York, NY",18 days ago,"Design and develop software covering the full stack (front-end and back-end.). Proficiency with front end languages such as React, Vue, etc.",https://www.indeed.com/rc/clk?jk=6965d0e8516e312a&fccid=1320c50b75f44505&vjs=3
"Senior full-stack developer, IBM Quantum Community, Remote work okay",IBM,"Yorktown Heights, NY",30+ days ago,"As a full-stack developer with a focus on back-end technologies, you have deep understanding of the Internet stack and service architectures, including micro…",https://www.indeed.com/rc/clk?jk=7f969737ef90c13d&fccid=de71a49b535e21cb&vjs=3
Application Developer (Back-End),Fox Corporation,"New York, NY",30+ days ago,"As an application developer, you will engage in the development of highly available cloud-based services, including API services, back end frameworks, and…",https://www.indeed.com/rc/clk?jk=6a321bb138804f47&fccid=61c19e057c54ec35&vjs=3
Software Engineer - All Levels - Remote,Reify Health,"Boston, MA",30+ days ago,"You delight in solving difficult problems, pay close attention to detail, and believe in the value of automation.",https://www.indeed.com/rc/clk?jk=1499c7b6221d5815&fccid=017db3ccccea4bb1&vjs=3
Senior Software Developer - Appointment Scheduling,Redfin,"Frisco, TX",30+ days ago,"Full-stack experience: 5+ years of experience as a software developer, working on both front and back-end features.",https://www.indeed.com/rc/clk?jk=4abfa0c3af603f58&fccid=ccaacd9cca9fffe8&vjs=3
MAGENTO DEVELOPER,Evience Development,"New York, NY",15 days ago,Performing a mix of front-end and back-end development on new and existing Magento sites. To develop front end for our Magento websites working alongside our…,https://www.indeed.com/rc/clk?jk=de279eb76470afb0&fccid=fa9802546c9128d8&vjs=3
Data Analyst,LogRocket,"Boston, MA",30+ days ago,"As a hyper data-driven organization, we have an increasing need to ensure we’re collecting, organizing and analyzing data across a variety of sales, marketing…",https://www.indeed.com/rc/clk?jk=f49fcfc49fac1967&fccid=13de75ca0ef07ac8&vjs=3
Developer Relations Engineer,LaunchDarkly,Remote,8 days ago,"You are a a skilled writer and a competent developer. Advocate for developer needs and experience, ensuring that community feedback is heard and brought to the…",https://www.indeed.com/rc/clk?jk=2b6bc1e30e7cc275&fccid=38096d3be8b39c07&vjs=3
"Software Developer, Staff","Fiserv, Inc.","Frisco, TX",30+ days ago,End-to-end working experience across the entire software development lifecycle. Experience as a software developer creating or maintaining core banking system…,https://www.indeed.com/rc/clk?jk=82c6e3488fe5ddda&fccid=1ea0475711674f3b&vjs=3
ServiceNow Developer,Sparibis,"Atlanta, GA",7 days ago,Work with key business stakeholders to identify needs and gaps between back-office platforms. The purpose of this position is to develop key automation of back…,https://www.indeed.com/rc/clk?jk=14d776cbc0c595de&fccid=cc2efaf09d344540&vjs=3
"Software Engineer (Mobile, Frontend)","Disney Parks, Experiences and Products","Glendale, CA",6 days ago,Deep knowledge of standards-based front and back end technologies. Able to code with front-end technology stack and lead end-to-end troubleshooting.,https://www.indeed.com/rc/clk?jk=79e7679ada6fdf39&fccid=6908893b5c7af08c&vjs=3
Web Developer,Telnet Inc,Virginia,9 days ago,Optimizing sites for maximum speed and scalability • Employing industry and design best practice through website build process • Conducting website testing •…,https://www.indeed.com/rc/clk?jk=ac8cb5f889314c53&fccid=5a62aae31819ee94&vjs=3
Senior Wordpress Developer - Remote |LATAM|,BairesDev,"Colon, PA",30+ days ago,Design and build back-end functionality including database and server integration. 5+ years of experience as a WordPress developer.,https://www.indeed.com/rc/clk?jk=ab168c944602a75f&fccid=29707109e86166e5&vjs=3
Multimedia/Conversational AI Developer-Work from home,Cigna,"Franklin Lakes, NJ",30+ days ago,"Expected to code in Java, not as UI but back end language, and code business logic in multi-tier environment. Devise and present solutions to larger audience to…",https://www.indeed.com/rc/clk?jk=428172f1ff7c4a19&fccid=afbf8c270610a38a&vjs=3
Full Stack Developer,BOEING,"Crystal City, VA",19 days ago,Work with the Product Owner and customer to design technical solutions and analytical capabilities against large quantities of raw intelligence as well as real…,https://www.indeed.com/rc/clk?jk=fb3e2de66688b78c&fccid=edae4285faf6c2f0&vjs=3
Senior Web Analytics Developer,Columbia Sportswear Company,"Beaverton, OR",30+ days ago,Guide end-users in identifying key performance indicators for their areas and then build appropriate reporting that provides insight into the performance of…,https://www.indeed.com/rc/clk?jk=9550f8bdd4446b64&fccid=e87d9cecd33775c9&vjs=3
Front-End Web Developer,Nasuni,"Boston, MA",9 days ago,Demonstrate an understanding of the entire web development process with back-end knowledge and best practices. Comfortable working in a fast-paced environment.,https://www.indeed.com/company/Nasuni/jobs/Front-End-Web-Developer-e0ec9fbdfab2108c?fccid=54bd58e9547515fc&vjs=3
Front End Web Developer,Samesurf,"Beverly Hills, CA",30+ days ago,"Specific expert experience required with (1) Photoshop and Illustrator; (2) back-end programming familiarity, including ASP.",https://www.indeed.com/rc/clk?jk=2f02c7818e31c5d0&fccid=b901dfde0b60cf39&vjs=3
Back-End Developer,Underwriters Laboratories Inc.,"Boulder, CO",30+ days ago,HOMER Grid is for optimizing grid-connected solar plus storage distributed generation systems. Develops and modifies complex information system programs.,https://www.indeed.com/rc/clk?jk=af0a7301ce092da4&fccid=353853af3b99ac74&vjs=3
Software Developer-Backend Service and Data,HP,"Vancouver, WA",5 days ago,"Designing, implementing, deploying and supporting back-end microservices (SpringBoot). In this role, you will work with other software developers, data…",https://www.indeed.com/rc/clk?jk=ab410879d5b256ac&fccid=1b866506aec22461&vjs=3
Application Support Analyst - Manufacturing Quality,Tesla,"Fremont, CA",30+ days ago,"Launch systems and tools to new departments, manufacturing lines and global factories and train new stakeholders• Work directly with software developers to…",https://www.indeed.com/rc/clk?jk=ff52a451c8f4ec01&fccid=86e9be6ce380173e&vjs=3
Senior iOS App Developer,Noxsolutions.com,Remote,30+ days ago,Knowledgeable in consuming RESTful APIs to connect iOS applications to back-end services. 5+ years of experience as an iOS developer.,https://www.indeed.com/rc/clk?jk=2478af3cf7e39b22&fccid=6cd80bea00f0e9e3&vjs=3
Applications Developer (TS/SCI with Polygraph required),CACI,"Dulles, VA",21 days ago,"Experience with front-end and/or back-end development. As the successful Applications Developer, you will develop the software features provided by the…",https://www.indeed.com/rc/clk?jk=b08b56873dd1d41e&fccid=290a4498a64fc044&vjs=3
Front End Developer - HTML/CSS/JavaScript - Mid-level to Senior,Gantzer Group,"Cleveland, OH",30+ days ago,"Small team environment working with 5 other front and back end developers, along with other designers and project managers. Employment Type Full Time, On-Site.",https://www.indeed.com/rc/clk?jk=22f5ac1c96927b5f&fccid=7bca306dbaa8703d&vjs=3
Back-End Developer,BankUnited,"Miami, FL",30+ days ago,"Minimum 5 years of experience developing in back-end Java. Work closely with the product owner, other developers and QA engineers to shape the product.",https://www.indeed.com/rc/clk?jk=ba806b15c880d692&fccid=5500c50eab3ba786&vjs=3
VP of Engineering,OutSystems,Remote,30+ days ago,You have the ability to roll up your sleeves and help the team solve tough technical issues while being a motivational leader that fosters decentralized…,https://www.indeed.com/rc/clk?jk=176be8464df4e9a6&fccid=2d27a79a723f85a0&vjs=3
